0.359196522;27746.82902
0.361043912;21562.33574
0.362891282;16913.65252
0.364738635;13716.70556
0.366657019;11102.14487
0.368504333;8938.039513
0.370351627;7084.446247
0.372198903;5786.29129
0.37404616;4543.700858
0.375964444;4171.447705
0.377811661;3777.541083
0.379658859;2993.774806
0.381506037;2917.67509
0.38342424;2636.301637
0.385271378;2585.117461
0.387118496;2286.700284
0.388965595;2037.866138
0.390883714;2163.237003
0.392730772;1944.987142
0.394577809;1913.56902
0.396424826;2138.998668
0.398271822;2026.292118
0.400189835;2174.327129
0.40203679;2197.36951
0.403883724;1901.9244
0.405730637;2483.60783
0.407648563;2443.993268
0.409495433;2810.157599
0.411342282;2989.499179
0.413189111;3459.434038
0.415106948;3919.841405
0.416953733;4128.189133
0.418800496;4446.57885
0.420647238;4893.226586
0.422493958;5225.948372
0.424411682;5392.319959
0.426258358;5784.219261
0.428105012;5498.041321
0.429951643;5590.80217
0.431869276;4818.605922
0.433715862;4237.076256
0.435562426;3149.734088
0.437408968;2645.795448
0.439326506;2191.102869
0.441173002;1826.405683
0.443019475;1690.960734
0.444865925;1531.384053
0.446783368;1752.866646
0.448629771;1715.863388
0.450476151;1874.577106
0.452322508;2020.423831
0.454168842;2724.619594
0.456086164;3475.30435
0.45793245;4468.827894
0.459778712;5242.327169
0.461624951;5401.005577
0.463542174;5321.956877
0.465388364;4936.995596
0.46723453;3924.623788
0.469080672;2566.244856
0.470997794;1882.920386
0.472843887;1625.929778
0.474689956;1435.942385
0.476536;1175.761611
0.47845302;939.6190038
0.480299014;1241.854567
0.482144983;1044.107087
0.483990927;949.7799683
0.485907843;841.6768569
0.487753737;1148.794089
0.489599605;1048.34202
0.491445448;964.5240552
0.493291266;1007.943596
0.49520805;809.3724702
0.497053816;1048.471311
0.498899557;1055.017998
0.500745272;1223.815932
0.502661948;837.0138381
0.50450761;918.7190863
0.506353246;1060.485922
0.508198856;1136.317749
0.510115424;1222.142319
0.51196098;1075.109472
0.513806511;1189.751956
0.515652015;1337.873172
0.517568471;1360.182038
0.519413921;1440.866595
0.521259344;1469.640224
0.52310474;1407.306328
0.525021084;1676.957123
0.526866425;1557.014581
0.528711739;1578.374854
0.530557026;1643.041344
0.532473256;1653.2917
0.534318487;1678.577557
0.536163691;1969.779972
0.538008866;2021.502346
0.539924981;2305.809896
0.5417701;2530.97965
0.543615192;3005.279704
0.545460255;3518.71346
0.547376253;3760.735837
0.549221259;4836.844986
0.551066237;5084.098177
0.552911186;5822.698813
0.554827065;6757.493649
0.556671956;7553.397691
0.558516819;8930.259518
0.560361653;10700.48253
0.562206458;12973.27014
0.564122186;17081.66189
0.565966932;23030.78785
0.567811649;33860.28874
0.569656336;51005.16796
0.571571943;69002.86172
0.57341657;82707.90731
0.575261168;90301.94157
0.577105737;94177.56791
0.579021219;92461.82129
0.580865727;77500.44201
0.582710205;55982.86514
0.584554653;40327.0941
0.586470009;28928.96474
0.588314396;21265.81608
0.590158752;16539.88248
0.592003078;12659.56393
0.593918307;10333.49491
0.595762571;8649.806134
0.597606804;7372.131506
0.599451006;6198.070729
0.601366106;5685.060415
0.603210246;5093.426946
0.605054354;4819.60642
0.606898431;4100.598537
0.608813401;3636.641875
0.610657414;3609.258842
0.612501396;3292.087545
0.614345346;3001.527685
0.616260184;2735.019617
0.618104069;2898.082147
0.619947923;2867.955208
0.621791745;2734.2385
0.62370645;2459.373966
0.625550206;2488.077189
0.62739393;2400.589736
0.629237623;2301.911308
0.631152192;2302.88525
0.632995818;2058.624294
0.634839411;2234.371456
0.636682972;2249.126437
0.638597404;2314.533795
0.640440898;2117.90379
0.642284358;2332.880695
0.644127786;2458.264213
0.64604208;2659.499929
0.64788544;2691.096001
0.649728766;2872.497779
0.65157206;3199.504962
0.653486213;3668.163978
0.655329438;3671.781257
0.657172629;4281.603034
